kelime,koken,label
peşin,Farsça,0
Beçeapa,Turkce,1
Taylan,Turkce,1
jerse,İngilizce,0
kula,Turkce,1
gerçi,Farsça,0
Çur,Turkce,1
canhıraş,Farsça,0
kerhane,Farsça,0
emtia,Arapça,0
Kan,Turkce,1
kasko,İtalyanca,0
körfez,Antik Yunanca,0
Tagay,Turkce,1
paleolitik,İngilizce,0
frigorifik,Latince,0
büyükler,Turkce,1
dürüst,Farsça,0
ibis,Latince,0
drenaj,İngilizce,0
Akıncı,Turkce,1
tektonik,Almanca,0
otoman,Fransızca,0
baran,Farsça,0
mahur,Farsça,0
cam,Farsça,0
sırtı pek,Turkce,1
Apçın,Turkce,1
cemaat,Arapça,0
çiçek,Turkce,1
Alpertunga,Turkce,1
çirkef,Farsça,0
est,İtalyanca,0
fol,Antik Yunanca,0
bayır,Arapça,0
menstrual,İngilizce,0
bu,Farsça,0
Mengükağan,Turkce,1
taşı ısıramayanın öpmesi gerekir,Turkce,1
haya,Farsça,0
gâvur,Farsça,0
kerte,İtalyanca,0
hane,Farsça,0
Deli,Turkce,1
Inalçur,Turkce,1
İşkara,Turkce,1
şev,Farsça,0
link,İngilizce,0
hüdayinabit,Farsça,0
barışmak,Turkce,1
teaser,İngilizce,0
Kurumçuoğul,Turkce,1
osmiyum,Latince,0
İlgegü,Turkce,1
Bilgin,Turkce,1
frajil,Latince,0
karanfil,Farsça,0
Çobulmak,Turkce,1
Akgeyik,Turkce,1
Torumtay,Turkce,1
Tudun,Turkce,1
Yorınçga,Turkce,1
karayel,Turkce,1
un,Turkce,1
Yalınguk,Turkce,1
be+,Farsça,0
şnorkel,Almanca,0
berkitmek,Turkce,1
beyn,Arapça,0
taravet,Farsça,0
panteizm,İngilizce,0
lanolin,Almanca,0
kıyı,Turkce,1
Tuğtegin,Turkce,1
Öğütçü,Turkce,1
Tağ,Turkce,1
celep,Arapça,0
pire,Turkce,1
gerilla,İngilizce,0
Yulyulak,Turkce,1
demans,Latince,0
Çegre,Turkce,1
emanet,Arapça,0
Açık,Turkce,1
ruhsal durum,Turkce,1
Sezer,Turkce,1
çok,Turkce,1
Semürgük,Turkce,1
parankima,Fransızca,0
Ayça,Turkce,1
Turunday,Turkce,1
tartışma,Turkce,1
gütmek,Turkce,1
miks,İngilizce,0
vezir,Farsça,0
Dururbunsuz,Turkce,1
keriz,Farsça,0
yülügüç,Turkce,1
minimize,İngilizce,0
tren,İngilizce,0
ekser,Arapça,0
Yalt,Turkce,1
admin,İngilizce,0
akuamarin,Latince,0
Ebrük,Turkce,1
Demirtayak,Turkce,1
varan,Fransızca,0
allem kallem,Arapça,0
dren,İngilizce,0
alazalik,Arapça,0
hademe,Arapça,0
İlınançı,Turkce,1
çömçe,Turkce,1
empotans,Latince,0
lök,Farsça,0
kefal,Antik Yunanca,0
elyaf,Arapça,0
+engiz,Farsça,0
damla sakızı,Turkce,1
bold,İngilizce,0
hahiş,Farsça,0
Töreci,Turkce,1
telegraf,İngilizce,0
Sinier,Turkce,1
adam,Arapça,0
İnel,Turkce,1
Kotku,Turkce,1
pitoresk,İtalyanca,0
serçe,Turkce,1
Yelekçi,Turkce,1
Arbuz,Turkce,1
Engse,Turkce,1
Tinesi,Turkce,1
endam,Farsça,0
cibilliyet,Arapça,0
bevl,Arapça,0
tokmak,Turkce,1
fetih,Arapça,0
joystick,İngilizce,0
Uruz,Turkce,1
Kanık,Turkce,1
Baybayık,Turkce,1
İlkaya,Turkce,1
fırkateyn,İtalyanca,0
Mekilinkurça,Turkce,1
aspartam,İngilizce,0
Begine,Turkce,1
Bügü,Turkce,1
Uluğkeyken,Turkce,1
Yiğençur,Turkce,1
pis,Farsça,0
esatir,Arapça,0
evye,Latince,0
Kutlutunga,Turkce,1
peroksit,Fransızca,0
dirayet,Arapça,0
berceste,Farsça,0
lale,Farsça,0
Süngü,Turkce,1
somye,Latince,0
Kancı,Turkce,1
haki,Farsça,0
Demirdirek,Turkce,1
devre,Arapça,0
bünyan,Arapça,0
Alpurungututuk,Turkce,1
mitralyöz,Fransızca,0
agâh,Farsça,0
köşker,Farsça,0
laytmotif,Almanca,0
Sagur,Turkce,1
ik,Almanca,0
Kereküçü,Turkce,1
Yamı,Turkce,1
Ocak,Turkce,1
fer+,Farsça,0
ereksiyon,Latince,0
Taydıkelçi,Turkce,1
Kotan,Turkce,1
Bahadır,Turkce,1
Yanbatu,Turkce,1
Çaksırı,Turkce,1
gureba,Arapça,0
osuruk,Turkce,1
hardcore,İngilizce,0
Otman,Turkce,1
Tayanç,Turkce,1
joker,İngilizce,0
Akım,Turkce,1
Kasırga,Turkce,1
pünez,Fransızca,0
kanarya,İtalyanca,0
stratosfer,Latince,0
akor,Latince,0
nakavt,İngilizce,0
Kantoyun,Turkce,1
Tabrak,Turkce,1
musiki,Antik Yunanca,0
fener,Antik Yunanca,0
çavdar,Farsça,0
Ülegür,Turkce,1
Damla,Turkce,1
hempa,Farsça,0
zelot,Latince,0
Esendemir,Turkce,1
akala,İngilizce,0
anca,Turkce,1
cenah,Arapça,0
talveg,Almanca,0
vals,Almanca,0
astar,Farsça,0
enderun,Farsça,0
östrojen,Fransızca,0
Örtlek,Turkce,1
zebercet,Antik Yunanca,0
Kara,Turkce,1
korsan,İtalyanca,0
delalet,Arapça,0
bint,Arapça,0
Kezik,Turkce,1
robocop,İngilizce,0
grosa,İtalyanca,0
cim,Arapça,0
sintine,İtalyanca,0
bereket,Arapça,0
aşina,Farsça,0
Kurbas,Turkce,1
Kübeyaruk,Turkce,1
nalbur,Farsça,0
enik,Turkce,1
Kerskiç,Turkce,1
bilge,Turkce,1
bekâr,Arapça,0
sakar,Turkce,1
el,Arapça,0
Süngekteş,Turkce,1
Toksu,Turkce,1
envanter,Latince,0
komandit,İtalyanca,0
Kanaluk,Turkce,1
Bıtaybıkı,Turkce,1
Tilbe,Turkce,1
beşaret,Arapça,0
Bongul,Turkce,1
yol,Turkce,1
mecusi,Farsça,0
hafit,Arapça,0
cenup,Arapça,0
osilasyon,İngilizce,0
Turak,Turkce,1
trakea,Latince,0
cesur,Arapça,0
Konat,Turkce,1
ebleh,Arapça,0
Kançı,Turkce,1
hacip,Arapça,0
grenadin,Latince,0
kozmos,Antik Yunanca,0
Bilgetegin,Turkce,1
cila,Arapça,0
hakipay,Farsça,0
Bağaışbara,Turkce,1
esrar,Arapça,0
Dukakoca,Turkce,1
fabrikatör,Latince,0
Törüngey,Turkce,1
Adlı,Turkce,1
pala,İtalyanca,0
Gündüzalp,Turkce,1
travers,İtalyanca,0
imajinasyon,Latince,0
ıspanak,Farsça,0
geç,Turkce,1
Kökçü,Turkce,1
Yaldruk,Turkce,1
caraskal,Arapça,0
fen,Arapça,0
fahiş,Arapça,0
Yağuk,Turkce,1
bam teli,Farsça,0
Tokak,Turkce,1
yufka,Turkce,1
Sülü,Turkce,1
Ataman,Turkce,1
malihülya,Antik Yunanca,0
hain,Arapça,0
İlkoca,Turkce,1
rebap,Farsça,0
Çuluk,Turkce,1
Bağatursepi,Turkce,1
Adın,Turkce,1
celal,Arapça,0
kofti,Antik Yunanca,0
ontoloji,Fransızca,0
Yağısıyan,Turkce,1
direksiyon,Latince,0
Börk,Turkce,1
embesil,Latince,0
Bektutmak,Turkce,1
kanguru,İngilizce,0
Eser,Turkce,1
Turga,Turkce,1
yarguci,Turkce,1
Odguç,Turkce,1
Uluğ,Turkce,1
poğaça,İtalyanca,0
ad+,Latince,0
+hor,Farsça,0
Yelkin,Turkce,1
kaporta,İtalyanca,0
binaen,Arapça,0
lacivert,Farsça,0
tırmık,Turkce,1
abstre,Latince,0
Südeş,Turkce,1
samur,Farsça,0
akab,Arapça,0
İterçi,Turkce,1
bedel,Arapça,0
gümrah,Farsça,0
talyum,Latince,0
asit,Latince,0
armatör,Latince,0
streptokok,Latince,0
piyano,İtalyanca,0
Yalın,Turkce,1
hanende,Farsça,0
Alpış,Turkce,1
Yiği,Turkce,1
dakik,Arapça,0
toksik,Latince,0
Tayanı,Turkce,1
aşifte,Farsça,0
barmaid,İngilizce,0
Öge,Turkce,1
Sılka,Turkce,1
patern,İngilizce,0
çınar,Farsça,0
Eylikkoca,Turkce,1
Mukan,Turkce,1
tel,Farsça,0
basit,Arapça,0
baç,Farsça,0
cari,Arapça,0
ansambl,Latince,0
anakonda,İngilizce,0
Sayın,Turkce,1
ginseng,İngilizce,0
gardiyan,İtalyanca,0
küratör,İngilizce,0
kast,Latince,0
Kürşat,Turkce,1
hala,Arapça,0
motto,İtalyanca,0
masala,İngilizce,0
Canı,Turkce,1
degrade,Latince,0
Kurtulur,Turkce,1
departman,Latince,0
cuma,Arapça,0
ambar,Farsça,0
komşu,Turkce,1
yahni,Farsça,0
eleğimsağma,Arapça,0
tomo+,İngilizce,0
hırdavat,Farsça,0
angaje,Fransızca,0
kolaborasyon,İngilizce,0
Kaytmaz,Turkce,1
beste,Farsça,0
âlâ,Arapça,0
Yavlakarslan,Turkce,1
Buyan,Turkce,1
Kadır,Turkce,1
çulha,Farsça,0
zevç,Antik Yunanca,0
tükürmek,Turkce,1
Kutulmuş,Turkce,1
"kan, kanla yunmaz",Turkce,1
mezzanine,İtalyanca,0
tenis,İngilizce,0
presto,İtalyanca,0
Kayra,Turkce,1
Bilgebayunçur,Turkce,1
istavroz,Antik Yunanca,0
mikoloji,Fransızca,0
Yeketaş,Turkce,1
klan,İngilizce,0
defin,Arapça,0
Yapınçak,Turkce,1
cop,Farsça,0
Çiğilarslan,Turkce,1
üzmek,Turkce,1
koloratura,İtalyanca,0
risk,İtalyanca,0
Tarbış,Turkce,1
uz,Turkce,1
Budaka,Turkce,1
bitap,Farsça,0
zehir,Farsça,0
magazin,İngilizce,0
dümür,Turkce,1
pist,İtalyanca,0
smegma,Latince,0
bedii,Arapça,0
Bayınçur,Turkce,1
Kürgen,Turkce,1
İlig,Turkce,1
handle,İngilizce,0
Buşulgan,Turkce,1
Inalbayat,Turkce,1
amiyane,Arapça,0
Kaytak,Turkce,1
cenabet,Arapça,0
alesta,İtalyanca,0
Çölü,Turkce,1
Yürükalp,Turkce,1
Akata,Turkce,1
+şinas,Farsça,0
fehim,Arapça,0
yok,Turkce,1
giryan,Farsça,0
Barçadoğmuş,Turkce,1
merdümgiriz,Farsça,0
Öküş,Turkce,1
esvap,Arapça,0
bedir,Arapça,0
Ağabegim,Turkce,1
canavar,Farsça,0
Yolay,Turkce,1
amade,Farsça,0
yad,Farsça,0
Akbala,Turkce,1
şebboy,Farsça,0
antifriz,İngilizce,0
geniş,Turkce,1
Yosmut,Turkce,1
panik,Fransızca,0
cazibe,Arapça,0
Demirgüçüdirek,Turkce,1
Yügür,Turkce,1
tiramola,İtalyanca,0
yaş,Turkce,1
civar,Arapça,0
Karluk,Turkce,1
duman,Turkce,1
prima,İtalyanca,0
enkaz,Arapça,0
Buğrakarakağan,Turkce,1
fi,Arapça,0
Yetigen,Turkce,1
bavul,İtalyanca,0
derun,Farsça,0
amil,Arapça,0
paranoya,Latince,0
ajan,Latince,0
Korday,Turkce,1
Yazgır,Turkce,1
prim,İngilizce,0
Ayluçtarkan,Turkce,1
Topraklı,Turkce,1
Kambuktu,Turkce,1
backup,İngilizce,0
payanda,Farsça,0
fasık,Arapça,0
Uzamış,Turkce,1
Tula,Turkce,1
armadillo,İngilizce,0
koğuş,Turkce,1
emare,Arapça,0
Toksı,Turkce,1
deforme,Latince,0
Alpilig,Turkce,1
Tuğlukdemir,Turkce,1
Selenge,Turkce,1
volt,İngilizce,0
gayri,Arapça,0
pişekâr,Farsça,0
entry,İngilizce,0
parapet,İtalyanca,0
fuzuli,Arapça,0
Yitmiş,Turkce,1
Iyık,Turkce,1
dys,Antik Yunanca,0
kant,Farsça,0
Apatarkan,Turkce,1
İltutmuş,Turkce,1
Akıbudak,Turkce,1
enbiya,Arapça,0
destek,Farsça,0
eksperiman,Latince,0
öfemizm,Fransızca,0
Ezgene,Turkce,1
Barkdurmuş,Turkce,1
brokar,İtalyanca,0
Argun,Turkce,1
kabine,İtalyanca,0
Külüg,Turkce,1
ambale,Latince,0
Tabgaç,Turkce,1
Çakın,Turkce,1
torf,İngilizce,0
meşin,Farsça,0
quv,Turkce,1
hakir,Arapça,0
şikeste,Farsça,0
işkembe,Farsça,0
avantür,Latince,0
salto,İtalyanca,0
çulluk,Turkce,1
Gençek,Turkce,1
Törpe,Turkce,1
klas,Latince,0
kefen,Antik Yunanca,0
cazip,Arapça,0
Ular,Turkce,1
dandik,İngilizce,0
bağban,Farsça,0
basübadelmevt,Arapça,0
sinyor,İtalyanca,0
Benek,Turkce,1
Çasır,Turkce,1
fetva,Arapça,0
turmalin,İngilizce,0
Orkağan,Turkce,1
ayıp,Arapça,0
parapleji,Fransızca,0
Olgaç,Turkce,1
küstah,Farsça,0
çaker,Farsça,0
desise,Arapça,0
Türkiye,İtalyanca,0
saten,Fransızca,0
radika,İtalyanca,0
reçine,Farsça,0
ajans,Latince,0
emperyal,Latince,0
her,Farsça,0
doktrin,Latince,0
piştov,Almanca,0
bülent,Farsça,0
hafi,Arapça,0
Altıntarım,Turkce,1
füzen,Latince,0
gabya,İtalyanca,0
bungalov,İngilizce,0
hafta,Farsça,0
brüt,Latince,0
kapital,Latince,0
"yiğit düşman karşısında, alçak savaşta belli olur",Turkce,1
abraş,Arapça,0
donmak,Turkce,1
Şat,Turkce,1
skolastik,Latince,0
veya,Farsça,0
Sünüş,Turkce,1
organik,Fransızca,0
eylül,Arapça,0
tonik,Latince,0
ahmak,Arapça,0
Tanrıkulu,Turkce,1
derece,Arapça,0
naif,İngilizce,0
alaka,Arapça,0
portal,İngilizce,0
dehşet,Arapça,0
Koldaş,Turkce,1
dispeçer,İtalyanca,0
Beğbars,Turkce,1
jokey,İngilizce,0
kervan,Farsça,0
trendy,İngilizce,0
iskete,Antik Yunanca,0
Bakağul,Turkce,1
jeneratör,Latince,0
evsaf,Arapça,0
Kılıçkan,Turkce,1
düzlükte kurt ulusa evde itin bağrı sızlar,Turkce,1
marpuç,Farsça,0
apartman,Latince,0
Idukkut,Turkce,1
trio,İtalyanca,0
Yülükarslan,Turkce,1
krank şaft,İngilizce,0
güdük,Farsça,0
Çigşi,Turkce,1
Kulapaurungu,Turkce,1
Afşın,Turkce,1
apertür,Latince,0
Közünçü,Turkce,1
aparey,Latince,0
egzajere,Latince,0
immün,Latince,0
lostra,İtalyanca,0
retroaktif,İngilizce,0
porsuk,Turkce,1
fakir,Arapça,0
öğrek,Turkce,1
abdest,Farsça,0
adavet,Arapça,0
lila,Fransızca,0
köfte,Farsça,0
Yaltaçuk,Turkce,1
Bazır,Turkce,1
bitüm,Latince,0
bukle,Latince,0
baskül,Fransızca,0
Arıkdoruk,Turkce,1
Büküşboğa,Turkce,1
arife,Arapça,0
kalemşor,Farsça,0
gübre,Antik Yunanca,0
Atıla,Turkce,1
aparküt,İngilizce,0
komando,İngilizce,0
agresyon,Latince,0
Çalap,Turkce,1
Tuğrulca,Turkce,1
egzersiz,Latince,0
fragman,Latince,0
encam,Farsça,0
Gökçegöl,Turkce,1
Keğen,Turkce,1
Baybora,Turkce,1
Gelin,Turkce,1
kolorasyon,İngilizce,0
canfes,Farsça,0
dilaver,Farsça,0
Yumruk,Turkce,1
cemaziyülevvel,Arapça,0
amfora,Antik Yunanca,0
behre,Farsça,0
Tadıkçur,Turkce,1
cozutmak,Turkce,1
Buluç,Turkce,1
gaddar,Arapça,0
hanedan,Farsça,0
ayyuk,Arapça,0
Beğdilli,Turkce,1
broderi,Fransızca,0
üzüm,Turkce,1
amplifikatör,Latince,0
avanta,İtalyanca,0
Tepiş,Turkce,1
şibidak,Almanca,0
düven,Antik Yunanca,0
ex,İngilizce,0
trança,İtalyanca,0
Kutlukağan,Turkce,1
Kanımdı,Turkce,1
delil,Arapça,0
Beğdemir,Turkce,1
bolero,Latince,0
Kalpas,Turkce,1
unplugged,İngilizce,0
resif,Fransızca,0
Duka,Turkce,1
peygamber,Farsça,0
entegral,Latince,0
Ebkızı,Turkce,1
İşboğa,Turkce,1
kartel,İtalyanca,0
bigâne,Farsça,0
asude,Farsça,0
lateral,İngilizce,0
mavra,Antik Yunanca,0
Kutludemirtayak,Turkce,1
Tirek,Turkce,1
Kımız,Turkce,1
bağ,Farsça,0
Yapınç,Turkce,1
herek,Antik Yunanca,0
faal,Arapça,0
serenat,İtalyanca,0
anut,Arapça,0
Munsuz,Turkce,1
Basu,Turkce,1
Börüsengün,Turkce,1
Bayram,Turkce,1
padişah,Farsça,0
Betemir,Turkce,1
Adar,Turkce,1
Armağan,Turkce,1
Çığantonyukuk,Turkce,1
asetat,İngilizce,0
porno,İngilizce,0
barmen,İngilizce,0
Çokramayul,Turkce,1
iskorpit,Antik Yunanca,0
Ilaçınbayluk,Turkce,1
Çupka,Turkce,1
iliklemek,Turkce,1
yuva,Turkce,1
Kazuk,Turkce,1
neolitik,Fransızca,0
hakkâk,Arapça,0
despot,Antik Yunanca,0
Balta,Turkce,1
ispençiyar,İtalyanca,0
+aver,Farsça,0
engebe,Antik Yunanca,0
habaset,Arapça,0
takışmak,Turkce,1
Kıvanç,Turkce,1
Utuş,Turkce,1
zümrüt,Farsça,0
bini,Farsça,0
kenevir,Antik Yunanca,0
cenap,Arapça,0
Kandemir,Turkce,1
galeyan,Arapça,0
derkenar,Farsça,0
makarna,İtalyanca,0
dokuma,Turkce,1
Baytara,Turkce,1
Apak,Turkce,1
sinaps,İngilizce,0
gümüş,Turkce,1
Tayınçak,Turkce,1
İlçeke,Turkce,1
piramit,Fransızca,0
mest,Farsça,0
Yığın,Turkce,1
Argu,Turkce,1
ahir,Arapça,0
Külükçur,Turkce,1
ferağ,Arapça,0
editör,Latince,0
Tanyu,Turkce,1
Çocukbörüsengün,Turkce,1
Küçet,Turkce,1
fakr,Arapça,0
kampana,İtalyanca,0
enfantil,Latince,0
İletti,Turkce,1
Kazgan,Turkce,1
Taner,Turkce,1
Ayçıl,Turkce,1
Mengüdemir,Turkce,1
Çubaldur,Turkce,1
Korlaelçi,Turkce,1
Barskan,Turkce,1
hoyraz,Turkce,1
etvar,Arapça,0
Barçadurdu,Turkce,1
yukarı,Turkce,1
Alayuntlu,Turkce,1
Költegin,Turkce,1
Erinç,Turkce,1
Ağalak,Turkce,1
Bürçü,Turkce,1
noodle,Almanca,0
Kür,Turkce,1
oğlak,Turkce,1
eşya,Arapça,0
bezzaz,Arapça,0
cezir,Arapça,0
şehir,Farsça,0
Yağantegin,Turkce,1
efal,Arapça,0
bet,Farsça,0
Katık,Turkce,1
gusto,İtalyanca,0
cümle,Arapça,0
fanatik,Latince,0
hemen,Farsça,0
sim,Farsça,0
Aşkın,Turkce,1
Begitutuk,Turkce,1
Kurday,Turkce,1
trajik,Latince,0
esami,Arapça,0
cihan,Farsça,0
acı,Turkce,1
piyore,Fransızca,0
Sevgi,Turkce,1
Yasağul,Turkce,1
Sırlığ,Turkce,1
Tülek,Turkce,1
Akçiçek,Turkce,1
Bürümcek,Turkce,1
mastı,İtalyanca,0
Abıdan,Turkce,1
kayak,Turkce,1
frer,Latince,0
der,Farsça,0
hack,İngilizce,0
vejetaryen,İngilizce,0
kalça,İtalyanca,0
dipnot,Turkce,1
bilhassa,Arapça,0
Alpamış,Turkce,1
Kürşad,Turkce,1
Könüdiri,Turkce,1
taraça,İtalyanca,0
kumkuma,Latince,0
badehu,Arapça,0
tiran,Latince,0
Uruğ,Turkce,1
afif,Arapça,0
ruz,Farsça,0
Türçe,Turkce,1
pamuk,Farsça,0
Doğantuğrul,Turkce,1
karoseri,İtalyanca,0
Üregir,Turkce,1
gama,Antik Yunanca,0
Uruş,Turkce,1
böbrek,Turkce,1
Çamır,Turkce,1
Durmuş,Turkce,1
esre,Arapça,0
Bağatengrikağan,Turkce,1
trip,İngilizce,0
bıçak,Turkce,1
Yetrim,Turkce,1
mimetik,Fransızca,0
Adalmış,Turkce,1
çarşamba,Farsça,0
kırtasiye,Antik Yunanca,0
pekinua,Fransızca,0
Kamırtegin,Turkce,1
Baltır,Turkce,1
günah,Farsça,0
kriket,İngilizce,0
manidar,Farsça,0
Otuç,Turkce,1
filigran,İtalyanca,0
alaturka,İtalyanca,0
Buçan,Turkce,1
eviç,Arapça,0
Katunkız,Turkce,1
basso,İtalyanca,0
Bürgüt,Turkce,1
kameo,İtalyanca,0
Çanbaşağa,Turkce,1
Ötüken,Turkce,1
Artıınal,Turkce,1
Kırgıdı,Turkce,1
fakülte,Latince,0
firma,İtalyanca,0
Ala,Turkce,1
Borçul,Turkce,1
Bilgetaçam,Turkce,1
pat,İtalyanca,0
amut,Arapça,0
Udmuş,Turkce,1
abril,Latince,0
Köyde,Turkce,1
Tınmış,Turkce,1
çapraz,Farsça,0
Tutçu,Turkce,1
hünkâr,Farsça,0
Tirik,Turkce,1
Baymünke,Turkce,1
Tyrker,Turkce,1
Günerdi,Turkce,1
aşk,Arapça,0
akrep,Arapça,0
aftershave,İngilizce,0
afiyet,Arapça,0
Boncuk,Turkce,1
künk,İtalyanca,0
liste,İtalyanca,0
Orunçak,Turkce,1
Yiğetmiş,Turkce,1
plan,İtalyanca,0
âdeta,Arapça,0
bravo,İtalyanca,0
francala,İtalyanca,0
gavat,Arapça,0
rodi,İngilizce,0
bayi,Arapça,0
Gökalp,Turkce,1
Menlidemir,Turkce,1
Ant,Turkce,1
Karadoğma,Turkce,1
şano,İtalyanca,0
eza,Arapça,0
kontra,İtalyanca,0
Osuğ,Turkce,1
dinamit,Antik Yunanca,0
Baytaş,Turkce,1
bardak,Turkce,1
jelatin,İtalyanca,0
simülasyon,İngilizce,0
ermin,Latince,0
falsetto,İtalyanca,0
pulluk,Almanca,0
örümcek,Turkce,1
Sılan,Turkce,1
der+,Farsça,0
tuz,Turkce,1
kale,Farsça,0
İlker,Turkce,1
Tokkan,Turkce,1
ad,Turkce,1
afili,Antik Yunanca,0
almanca,Almanca,0
Urga,Turkce,1
heyula,Antik Yunanca,0
fare,Arapça,0
siyah,Farsça,0
Törtaba,Turkce,1
fenik,Almanca,0
Baybiçen,Turkce,1
balya,İtalyanca,0
Yumak,Turkce,1
copy-paste,İtalyanca,0
lira,İtalyanca,0
İrnek,Turkce,1
Barkdurdu,Turkce,1
Kaydu,Turkce,1
tuba,İtalyanca,0
kopülasyon,İngilizce,0
Yağmur,Turkce,1
dönüm,Turkce,1
Alptutuk,Turkce,1
Gökçe,Turkce,1
problem,Fransızca,0
Sevük,Turkce,1
fön,Almanca,0
duçar,Farsça,0
Basut,Turkce,1
Arı,Turkce,1
azar,Farsça,0
bok,Turkce,1
mitral,Fransızca,0
Külük,Turkce,1
Alpuluğ,Turkce,1
Doğmuş,Turkce,1
albastı,Turkce,1
azami,Arapça,0
hacir,Arapça,0
Kulbak,Turkce,1
illüzyon,Latince,0
bis,Latince,0
Tamur,Turkce,1
kental,Latince,0
Tolu,Turkce,1
Sarukan,Turkce,1
fidan,Antik Yunanca,0
Çapkunotuç,Turkce,1
fecir,Arapça,0
arslan kükrese atın ayakları dolaşır,Turkce,1
Kavurt,Turkce,1
denaet,Arapça,0
sav,Turkce,1
Acun,Turkce,1
püriten,İngilizce,0
gafil,Arapça,0
pektin,Fransızca,0
ampüte,Latince,0
Alkabölük,Turkce,1
Altıntamgan,Turkce,1
şnitzel,Almanca,0
pastil,İtalyanca,0
Beğtaş,Turkce,1
arzu,Farsça,0
Tansu,Turkce,1
ehil,Arapça,0
ortodonti,Fransızca,0
galiba,Arapça,0
Soyar,Turkce,1
Arslan,Turkce,1
Yaşarşat,Turkce,1
takometre,İngilizce,0
ceza,Arapça,0
cendere,Farsça,0
reeskont,İtalyanca,0
gayz,Arapça,0
teğel,Farsça,0
hindiba,Antik Yunanca,0
badigard,İngilizce,0
İnözinençi,Turkce,1
fail,Arapça,0
Külüksengün,Turkce,1
Kam,Turkce,1
Yangak,Turkce,1
Tapdı,Turkce,1
volatil,İngilizce,0
Kilter,Turkce,1
Tukademir,Turkce,1
Kepez,Turkce,1
enterne,Latince,0
Barlas,Turkce,1
asistan,Latince,0
Tokta,Turkce,1
or,Almanca,0
soya,İngilizce,0
plasenta,Latince,0
patiseri,Fransızca,0
Çağruk,Turkce,1
Kutaçun,Turkce,1
vibrato,İtalyanca,0
Sarıkurt,Turkce,1
Yul,Turkce,1
gölge,Turkce,1
Tuğşat,Turkce,1
Yabuz,Turkce,1
bani,Arapça,0
tifüs,Latince,0
enjeksiyon,Latince,0
diksiyon,Latince,0
pergel,Farsça,0
Döndü,Turkce,1
alarga,İtalyanca,0
Ila,Turkce,1
prometyum,Latince,0
Oğuş,Turkce,1
glayöl,Latince,0
esvet,Arapça,0
avan,Latince,0
Çolman,Turkce,1
Külden,Turkce,1
çekirge,Turkce,1
Arıgına,Turkce,1
Altınkan,Turkce,1
bina,Arapça,0
Uragan,Turkce,1
ciğerpare,Farsça,0
Tengelgüç,Turkce,1
kantaron,Antik Yunanca,0
gladio,İtalyanca,0
ştrudel,Almanca,0
Çimen,Turkce,1
atıl,Arapça,0
antant,Latince,0
cevelan,Arapça,0
kuytulanmak,Turkce,1
poligon,Fransızca,0
kurak,Turkce,1
Savcı,Turkce,1
horoz,Farsça,0
kut,Turkce,1
puding,İngilizce,0
net,İngilizce,0
Yaroğul,Turkce,1
merdiven,Farsça,0
habbe,Arapça,0
İlkatmış,Turkce,1
celp,Arapça,0
Mehmetçik,Turkce,1
dilatasyon,Latince,0
imbat,İtalyanca,0
Körpeoğul,Turkce,1
Tüzçü,Turkce,1
gidi,Farsça,0
mikrofon,İngilizce,0
detonatör,Latince,0
dest,Farsça,0
Kozar,Turkce,1
moron,İngilizce,0
gıda,Arapça,0
vahşi,Farsça,0
hedge,İngilizce,0
Açığ,Turkce,1
Usına,Turkce,1
Karabars,Turkce,1
filhakika,Arapça,0
kıranta,İtalyanca,0
abd,Arapça,0
hoşmerim,Farsça,0
hemşehri,Farsça,0
Tuğrulbeğ,Turkce,1
Tinç,Turkce,1
Aşanboğa,Turkce,1
mezzosoprano,İtalyanca,0
Kutlubört,Turkce,1
anorak,İngilizce,0
alicengiz,Arapça,0
Kandurmuş,Turkce,1
omurga,Turkce,1
akran,Arapça,0
Tadkun,Turkce,1
fışkı,Antik Yunanca,0
portakal,İtalyanca,0
Kapağan,Turkce,1
kumanya,İtalyanca,0
tofu,İngilizce,0
koz,Farsça,0
doktor,Latince,0
piyango,İtalyanca,0
antik,Latince,0
üşüntü,Turkce,1
garabet,Arapça,0
Karaaçkı,Turkce,1
dinç,Turkce,1
eşkâl,Arapça,0
Er,Turkce,1
Tengüt,Turkce,1
Tarım,Turkce,1
yamyam,İngilizce,0
harmandalı,Farsça,0
Bıtrı,Turkce,1
Karaçuk,Turkce,1
Çablı,Turkce,1
başlamak,Turkce,1
erozyon,Latince,0
kâkül,Farsça,0
kamuflaj,İtalyanca,0
Yuluğ,Turkce,1
alias,İngilizce,0
spastik,İngilizce,0
ateş demekle ağız yanmaz,Turkce,1
define,Arapça,0
Ketimurungu,Turkce,1
Yaplaksarı,Turkce,1
hoca,Farsça,0
alperen,Turkce,1
asap,Arapça,0
Başkırt,Turkce,1
İtil,Turkce,1
kâşane,Farsça,0
afişe,Latince,0
Yıldızlı,Turkce,1
Menli,Turkce,1
kalçın,İtalyanca,0
Dılmaç,Turkce,1
plaka,İtalyanca,0
enayi,Arapça,0
rock,İngilizce,0
Beğtegin,Turkce,1
tir,Almanca,0
zenit,Fransızca,0
ölüm,Turkce,1
çolak,Turkce,1
vareste,Farsça,0
Aybalta,Turkce,1
pes,Farsça,0
Sangun,Turkce,1
alarm,İtalyanca,0
gergef,Farsça,0
çehar,Farsça,0
tarz,Farsça,0
it,Turkce,1
İstemi,Turkce,1
