kelime,koken,has_turkish_chars,word_length,has_double_consonant,major_vowel_harmony,minor_vowel_harmony,vowel_ratio,has_turkish_suffix,label
gey,İngilizce,0,3,0,1,1,0.333333333,0,0
kapuçino,İtalyanca,1,8,0,0,0,0.5,0,0
savruk,Turkce,0,6,0,1,0,0.333333333,0,1
cenin,Arapça,0,5,0,1,1,0.4,0,0
imrem,Turkce,0,5,0,1,1,0.4,0,1
cevaz,Arapça,0,5,0,0,0,0.4,0,0
ceza,Arapça,0,4,0,0,0,0.5,0,0
kocaman,Türkçe,0,7,0,1,1,0.428571429,0,1
debi,Fransızca,0,4,0,1,1,0.5,0,0
ihtiras,Arapça,0,7,0,0,0,0.428571429,0,0
alan,Türkçe,0,4,0,1,1,0.5,0,1
dev,Farsça,0,3,0,1,1,0.333333333,0,0
fena,Arapça,0,4,0,0,0,0.5,0,0
embesil,Fransızca,0,7,0,1,1,0.428571429,0,0
doru,Türkçe,0,4,0,1,1,0.5,0,1
behre,Farsça,0,5,0,1,1,0.4,0,0
fason,Fransızca,0,5,0,1,0,0.4,0,0
ara,Türkçe,0,3,0,1,1,0.666666667,0,1
diyanet,Arapça,0,7,0,0,0,0.428571429,0,0
hoppa,Bilinmiyor,0,5,1,1,1,0.4,0,0
esas,Arapça,0,4,0,0,0,0.5,0,0
feragat,Arapça,0,7,0,0,0,0.428571429,0,0
depar,Fransızca,0,5,0,0,0,0.4,0,0
kurnaz,Türkçe,0,6,0,1,1,0.333333333,0,1
cafcaf,Farsça,0,6,0,1,1,0.333333333,0,0
katmak,Arapça,0,6,0,1,1,0.333333333,0,0
kinaye,Arapça,0,6,0,0,0,0.5,0,0
kullanmak,Arapça,0,9,1,1,1,0.333333333,0,0
koku,Türkçe,0,4,0,1,1,0.5,0,1
aday,Türkçe,0,4,0,1,1,0.5,0,1
bende,Farsça,0,5,0,1,1,0.4,0,0
bilgin,Türkçe,0,6,0,1,1,0.333333333,0,1
salak,Türkçe,0,5,0,1,1,0.4,0,1
filo,Venedikçe,0,4,0,0,0,0.5,0,0
filtre,Fransızca,0,6,0,1,1,0.333333333,0,0
daha,Türkçe,0,4,0,1,1,0.5,0,1
sadece,Türkçe,0,6,0,0,0,0.5,0,1
hop,Ses yansımalı sözcüktür.,0,3,0,1,1,0.333333333,0,0
kitle,Arapça,0,5,0,1,1,0.4,0,0
filinta,Almanca,0,7,0,0,0,0.428571429,0,0
bekâr,Türkçe,0,5,0,1,1,0.2,0,1
karmak,Arapça,0,6,0,1,1,0.333333333,0,0
koyun,Türkçe,0,5,0,1,1,0.4,0,1
bunamak,Arapça,0,7,0,1,1,0.428571429,0,0
adi,Arapça,0,3,0,0,0,0.666666667,0,0
cebin,Arapça,0,5,0,1,1,0.4,0,0
himmet,Arapça,0,6,1,1,1,0.333333333,0,0
imtihan,Arapça,0,7,0,0,0,0.428571429,0,0
antrepo,Fransızca,0,7,0,0,0,0.428571429,0,0
aheste,Farsça,0,6,0,0,0,0.5,0,0
kuvvet,Arapça,0,6,1,0,1,0.333333333,0,0
iftihar,Arapça,0,7,0,0,0,0.428571429,0,0
abstre,Fransızca,0,6,0,0,0,0.333333333,0,0
din,Arapça,0,3,0,1,1,0.333333333,0,0
ilga,Arapça,0,4,0,0,0,0.5,0,0
oylum,Türkçe,0,5,0,1,1,0.4,0,1
kaos,Fransızca,0,4,0,1,0,0.5,0,0
dinmek,Arapça,0,6,0,1,1,0.333333333,0,0
kabile,Arapça,0,6,0,0,0,0.5,0,0
dizgin,Türkçe,0,6,0,1,1,0.333333333,0,1
feveran,Arapça,0,7,0,0,0,0.428571429,0,0
bakı,Arapça,1,4,0,1,1,0.5,0,0
had,Arapça,0,3,0,1,1,0.333333333,0,0
demin,Soğdca,0,5,0,1,1,0.4,0,0
aidat,Arapça,0,5,0,0,0,0.6,0,0
ittifak,Arapça,0,7,1,0,0,0.428571429,0,0
avantaj,Fransızca,0,7,0,1,1,0.428571429,0,0
becermek,Arapça,0,8,0,1,1,0.375,0,0
abdest,Farsça,0,6,0,0,0,0.333333333,0,0
alarga,İtalyanca,0,6,0,1,1,0.5,0,0
bilgisayar,Türkçe,0,10,0,0,0,0.4,0,1
cila,Arapça,0,4,0,0,0,0.5,0,0
kaypak,Türkçe,0,6,0,1,1,0.333333333,0,1
destek,Farsça,0,6,0,1,1,0.333333333,0,0
iham,Türkçe,0,4,0,0,0,0.5,0,1
pay,Türkçe,0,3,0,1,1,0.333333333,0,1
kamera,İngilizce,0,6,0,0,0,0.5,0,0
ceset,Arapça,0,5,0,1,1,0.4,0,0
eyvan,Arapça,0,5,0,0,0,0.4,0,0
benzemek,Arapça,0,8,0,1,1,0.375,0,0
evren,Türkçe,0,5,0,1,1,0.4,0,1
hisar,Arapça,0,5,0,0,0,0.4,0,0
kilim,Farsça,0,5,0,1,1,0.4,0,0
dergâh,Farsça,0,6,0,1,1,0.166666667,0,0
bezek,Türkçe,0,5,0,1,1,0.4,0,1
haram,Arapça,0,5,0,1,1,0.4,0,0
anne,Bilinmiyor,0,4,1,0,0,0.5,0,0
belirmek,Arapça,0,8,0,1,1,0.375,0,0
kuyumcu,Türkçe,0,7,0,1,1,0.428571429,1,1
fasile,Arapça,0,6,0,0,0,0.5,0,0
evcil,Türkçe,0,5,0,1,1,0.4,0,1
oran,Türkçe,0,4,0,1,1,0.5,0,1
korumak,Arapça,0,7,0,1,1,0.428571429,0,0
hasiyet,Arapça,0,7,0,0,0,0.428571429,0,0
azami,Arapça,0,5,0,0,0,0.6,0,0
adap,Arapça,0,4,0,1,1,0.5,0,0
sarman,Türkçe,0,6,0,1,1,0.333333333,0,1
devinmek,Arapça,0,8,0,1,1,0.375,0,0
layiha,Arapça,0,6,0,0,0,0.5,0,0
camia,Arapça,0,5,0,0,0,0.6,0,0
elbise,Arapça,0,6,0,1,1,0.5,0,0
ahi,Arapça,0,3,0,0,0,0.666666667,0,0
kurs,Türkçe,0,4,0,1,1,0.25,0,1
emin,Arapça,0,4,0,1,1,0.5,0,0
cebel,Arapça,0,5,0,1,1,0.4,0,0
avukat,İtalyanca,0,6,0,1,0,0.5,0,0
cehalet,Arapça,0,7,0,0,0,0.428571429,0,0
abullabut,Arapça,0,9,1,1,0,0.444444444,0,0
ayla,Türkçe,0,4,0,1,1,0.5,0,1
hata,Arapça,0,4,0,1,1,0.5,0,0
kusmak,Arapça,0,6,0,1,1,0.333333333,0,0
orman,Türkçe,0,5,0,1,1,0.4,0,1
bellemek,Arapça,0,8,1,1,1,0.375,0,0
bezelye,İtalyanca,0,7,0,1,1,0.428571429,0,0
kez,Türkçe,0,3,0,1,1,0.333333333,0,1
icar,Arapça,0,4,0,0,0,0.5,0,0
kayyum,Arapça,0,6,1,1,0,0.333333333,0,0
meyan,Türkçe,0,5,0,0,0,0.4,0,1
başmak,Arapça,1,6,0,1,1,0.333333333,0,0
frigorifik,Fransızca,0,10,0,0,0,0.4,0,0
efendi,Orta Yunanca,0,6,0,1,1,0.5,0,0
biyografi,Fransızca,0,9,0,0,0,0.444444444,0,0
davet,Arapça,0,5,0,0,0,0.4,0,0
itikat,Arapça,0,6,0,0,0,0.5,0,0
komple,Fransızca,0,6,0,0,1,0.333333333,0,0
insan,Arapça,0,5,0,0,0,0.4,0,0
kerem,Arapça,0,5,0,1,1,0.4,0,0
sivilce,Türkçe,0,7,0,1,1,0.428571429,0,1
dün,Arapça,1,3,0,1,1,0.333333333,0,0
ihtisas,Arapça,0,7,0,0,0,0.428571429,0,0
antant,Fransızca,0,6,0,1,1,0.333333333,0,0
katran,Türkçe,0,6,0,1,1,0.333333333,0,1
hafif,Arapça,0,5,0,0,0,0.4,0,0
ek,Türkçe,0,2,0,1,1,0.5,0,1
âciz,Arapça,0,4,0,1,1,0.25,0,0
oluk,Türkçe,0,4,0,1,1,0.5,1,1
alternatif,Fransızca,0,10,0,0,0,0.4,0,0
korner,İngilizce,0,6,0,0,1,0.333333333,0,0
kahpe,Arapça,0,5,0,0,0,0.4,0,0
dirsek,Türkçe,0,6,0,1,1,0.333333333,0,1
ihata,Arapça,0,5,0,0,0,0.6,0,0
aya,Türkçe,0,3,0,1,1,0.666666667,0,1
hantal,Arapça,0,6,0,1,1,0.333333333,0,0
fen,Arapça,0,3,0,1,1,0.333333333,0,0
gevrek,Türkçe,0,6,0,1,1,0.333333333,0,1
enformasyon,Fransızca,0,11,0,0,0,0.363636364,0,0
klasik,Fransızca,0,6,0,0,0,0.333333333,0,0
cadaloz,Türkçe,0,7,0,1,0,0.428571429,0,1
domuz,Türkçe,0,5,0,1,1,0.4,0,1
hele,Farsça,0,4,0,1,1,0.5,0,0
lafazan,Farsça,0,7,0,1,1,0.428571429,0,0
ferda,Farsça,0,5,0,0,0,0.4,0,0
an,Arapça,0,2,0,1,1,0.5,0,0
pasak,Türkçe,0,5,0,1,1,0.4,0,1
kapak,Türkçe,0,5,0,1,1,0.4,0,1
butlan,Arapça,0,6,0,1,1,0.333333333,0,0
kambur,Yeni Yunanca,0,6,0,1,0,0.333333333,0,0
ahali,Arapça,0,5,0,0,0,0.6,0,0
adale,Arapça,0,5,0,0,0,0.6,0,0
karnabahar,Farsça,0,10,0,1,1,0.4,0,0
kamu,Türkçe,0,4,0,1,0,0.5,0,1
germek,Arapça,0,6,0,1,1,0.333333333,0,0
hasis,Arapça,0,5,0,0,0,0.4,0,0
avlu,Yeni Yunanca,0,4,0,1,0,0.5,0,0
kabak,Türkçe,0,5,0,1,1,0.4,0,1
ati,Arapça,0,3,0,0,0,0.666666667,0,0
bereket,Arapça,0,7,0,1,1,0.428571429,0,0
budala,Arapça,0,6,0,1,1,0.5,0,0
adres,Fransızca,0,5,0,0,0,0.4,0,0
evliya,Arapça,0,6,0,0,0,0.5,0,0
husumet,Arapça,0,7,0,0,1,0.428571429,0,0
cetvel,Arapça,0,6,0,1,1,0.333333333,0,0
batık,İngilizce,1,5,0,1,1,0.4,0,0
deli,Türkçe,0,4,0,1,1,0.5,0,1
sergi,Türkçe,0,5,0,1,1,0.4,0,1
eser,Arapça,0,4,0,1,1,0.5,0,0
lisan,Arapça,0,5,0,0,0,0.4,0,0
gelecek,Türkçe,0,7,0,1,1,0.428571429,0,1
alarm,Fransızca,0,5,0,1,1,0.4,0,0
hizip,Arapça,0,5,0,1,1,0.4,0,0
ası,Arapça,1,3,0,1,1,0.666666667,0,0
kantite,Fransızca,0,7,0,0,0,0.428571429,0,0
ihanet,Arapça,0,6,0,0,0,0.5,0,0
gizli,Türkçe,0,5,0,1,1,0.4,0,1
lig,Fransızca,0,3,0,1,1,0.333333333,0,0
grup,Fransızca,0,4,0,1,1,0.25,0,0
gayda,Bulgarca,0,5,0,1,1,0.4,0,0
eko,Fransızca,0,3,0,0,0,0.666666667,0,0
kaza,Arapça,0,4,0,1,1,0.5,0,0
aktarmak,Arapça,0,8,0,1,1,0.375,0,0
beynelmilel,Arapça,0,11,0,1,1,0.363636364,0,0
katarakt,Fransızca,0,8,0,1,1,0.375,0,0
avane,Arapça,0,5,0,0,0,0.6,0,0
kumar,Arapça,0,5,0,1,1,0.4,0,0
alelade,Arapça,0,7,0,0,0,0.571428571,0,0
gayz,Arapça,0,4,0,1,1,0.25,0,0
don,Türkçe,0,3,0,1,1,0.333333333,0,1
ada,Türkçe,0,3,0,1,1,0.666666667,0,1
balon,Fransızca,0,5,0,1,0,0.4,0,0
benek,Farsça,0,5,0,1,1,0.4,0,0
budak,Türkçe,0,5,0,1,1,0.4,0,1
intikal,Arapça,0,7,0,0,0,0.428571429,0,0
avanak,Ermenice,0,6,0,1,1,0.5,0,0
bodrum,Yeni Yunanca,0,6,0,1,1,0.333333333,0,0
ampul,Fransızca,0,5,0,1,0,0.4,0,0
bilge,Türkçe,0,5,0,1,1,0.4,0,1
ihsan,Arapça,0,5,0,0,0,0.4,0,0
ika,Türkçe,0,3,0,0,0,0.666666667,0,1
haiz,Arapça,0,4,0,0,0,0.5,0,0
âdeta,Arapça,0,5,0,0,0,0.4,0,0
dehliz,Arapça ve Farsça,0,6,0,1,1,0.333333333,0,0
lakap,Arapça,0,5,0,1,1,0.4,0,0
koltuk,Türkçe,0,6,0,1,1,0.333333333,0,1
dallama,Türkçe,0,7,1,1,1,0.428571429,0,1
beste,Farsça,0,5,0,1,1,0.4,0,0
bahar,Türkçe,0,5,0,1,1,0.4,0,1
hudut,Arapça,0,5,0,1,1,0.4,0,0
kepaze,Farsça,0,6,0,0,0,0.5,0,0
anane,Arapça,0,5,0,0,0,0.6,0,0
encam,Farsça,0,5,0,0,0,0.4,0,0
destan,Farsça,0,6,0,0,0,0.333333333,0,0
kontra,İtalyanca,0,6,0,1,1,0.333333333,0,0
cerrah,Arapça,0,6,1,0,0,0.333333333,0,0
birader,Farsça,0,7,0,0,0,0.428571429,0,0
keman,Farsça ve Orta Farsça (Pehlevice veya Partça),0,5,0,0,0,0.4,0,0
aza,Arapça,0,3,0,1,1,0.666666667,0,0
erkân,Arapça,0,5,0,1,1,0.2,0,0
salt,Türkçe,0,4,0,1,1,0.25,0,1
gezi,Türkçe,0,4,0,1,1,0.5,0,1
iflas,Arapça,0,5,0,0,0,0.4,0,0
foya,Venedikçe,0,4,0,1,1,0.5,0,0
kafa,Arapça,0,4,0,1,1,0.5,0,0
bitap,Farsça,0,5,0,0,0,0.4,0,0
ilmi,Türkçe,0,4,0,1,1,0.5,0,1
grev,Fransızca,0,4,0,1,1,0.25,0,0
hafi,Arapça,0,4,0,0,0,0.5,0,0
icap,Arapça,0,4,0,0,0,0.5,0,0
istikamet,Arapça,0,9,0,0,0,0.444444444,0,0
esatir,Arapça,0,6,0,0,0,0.5,0,0
bedir,Arapça,0,5,0,1,1,0.4,0,0
cumhur,Arapça,0,6,0,1,1,0.333333333,0,0
göçük,Bulgarca,1,5,0,1,1,0.4,0,0
alaka,Arapça,0,5,0,1,1,0.6,0,0
aferin,Farsça,0,6,0,0,0,0.5,0,0
asker,Arapça,0,5,0,0,0,0.4,0,0
irat,Arapça,0,4,0,0,0,0.5,0,0
gabi,Arapça,0,4,0,0,0,0.5,0,0
haset,Arapça,0,5,0,0,0,0.4,0,0
adet,Arapça,0,4,0,0,0,0.5,0,0
kalite,Fransızca,0,6,0,0,0,0.5,0,0
emsal,Arapça,0,5,0,0,0,0.4,0,0
besmele,Arapça,0,7,0,1,1,0.428571429,0,0
eylemek,Arapça,0,7,0,1,1,0.428571429,0,0
kol,Türkçe,0,3,0,1,1,0.333333333,0,1
itimat,Arapça,0,6,0,0,0,0.5,0,0
klan,"Fransızca ve İngilizce",0,4,0,1,1,0.25,0,0
kâse,Farsça,0,4,0,1,1,0.25,0,0
gazal,Arapça,0,5,0,1,1,0.4,0,0
dubara,Farsça,0,6,0,1,1,0.5,0,0
ferah,Arapça,0,5,0,0,0,0.4,0,0
iptila,Arapça,0,6,0,0,0,0.5,0,0
eyvallah,Arapça,0,8,1,0,0,0.375,0,0
kurcalamak,Arapça,0,10,0,1,1,0.4,0,0
konsept,Fransızca,0,7,0,0,1,0.285714286,0,0
borazan,Türkçe,0,7,0,1,1,0.428571429,0,1
alfabe,Fransızca,0,6,0,0,0,0.5,0,0
kotlet,Fransızca,0,6,0,0,1,0.333333333,0,0
kumandan,Almanca,0,8,0,1,1,0.375,0,0
bizzat,Arapça,0,6,1,0,0,0.333333333,0,0
em,Türkçe,0,2,0,1,1,0.5,0,1
hassa,Arapça,0,5,1,1,1,0.4,0,0
hasar,Arapça,0,5,0,1,1,0.4,0,0
nice,Türkçe,0,4,0,1,1,0.5,0,1
bad,Farsça,0,3,0,1,1,0.333333333,0,0
ceriha,Arapça,0,6,0,0,0,0.5,0,0
ödün,Türkçe,1,4,0,1,1,0.5,0,1
belemek,Arapça,0,7,0,1,1,0.428571429,0,0
dirayet,Arapça,0,7,0,0,0,0.428571429,0,0
iyelik,Türkçe,0,6,0,1,1,0.5,1,1
fecir,Arapça,0,5,0,1,1,0.4,0,0
icabet,Arapça,0,6,0,0,0,0.5,0,0
bap,Arapça,0,3,0,1,1,0.333333333,0,0
emrivaki,Arapça,0,8,0,0,0,0.5,0,0
akan,Türkçe,0,4,0,1,1,0.5,0,1
etkin,Türkçe,0,5,0,1,1,0.4,0,1
sinek,Türkçe,0,5,0,1,1,0.4,0,1
burcu,Türkçe,0,5,0,1,1,0.4,1,1
kurmak,Arapça,0,6,0,1,1,0.333333333,0,0
bayram,Orta Farsça (Pehlevice veya Partça),0,6,0,1,1,0.333333333,0,0
hukuk,Arapça,0,5,0,1,1,0.4,0,0
kalpak,Türkçe,0,6,0,1,1,0.333333333,0,1
fiyaka,Fransızca,0,6,0,0,0,0.5,0,0
gelenek,Türkçe,0,7,0,1,1,0.428571429,0,1
alkol,Fransızca,0,5,0,1,0,0.4,0,0
inmek,Arapça,0,5,0,1,1,0.4,0,0
debelenmek,Arapça,0,10,0,1,1,0.4,0,0
keder,Arapça,0,5,0,1,1,0.4,0,0
derman,Farsça ve Orta Farsça (Pehlevice veya Partça),0,6,0,0,0,0.333333333,0,0
cevher,Arapça,0,6,0,1,1,0.333333333,0,0
sili,Türkçe,0,4,0,1,1,0.5,0,1
ajur,Fransızca,0,4,0,1,0,0.5,0,0
evvel,Arapça,0,5,1,1,1,0.4,0,0
atmak,Arapça,0,5,0,1,1,0.4,0,0
ayal,Arapça,0,4,0,1,1,0.5,0,0
kesir,Arapça,0,5,0,1,1,0.4,0,0
kemirmek,Arapça,0,8,0,1,1,0.375,0,0
asla,Arapça,0,4,0,1,1,0.5,0,0
firar,Arapça,0,5,0,0,0,0.4,0,0
oyun,Türkçe,0,4,0,1,1,0.5,0,1
kastor,Fransızca,0,6,0,1,0,0.333333333,0,0
fiil,Arapça,0,4,0,1,1,0.5,0,0
erdem,Türkçe,0,5,0,1,1,0.4,0,1
hicret,Arapça,0,6,0,1,1,0.333333333,0,0
aperitif,Fransızca,0,8,0,0,0,0.5,0,0
kasap,Arapça,0,5,0,1,1,0.4,0,0
aristokrat,Fransızca,0,10,0,0,0,0.4,0,0
civciv,Bilinmiyor,0,6,0,1,1,0.333333333,0,0
karye,Arapça,0,5,0,0,0,0.4,0,0
iltica,Arapça,0,6,0,0,0,0.5,0,0
berbat,Farsça,0,6,0,0,0,0.333333333,0,0
hijyen,Fransızca,0,6,0,1,1,0.333333333,0,0
hedef,Arapça,0,5,0,1,1,0.4,0,0
bonjur,Fransızca,0,6,0,1,1,0.333333333,0,0
barı,Farsça,1,4,0,1,1,0.5,0,0
kusur,Arapça,0,5,0,1,1,0.4,0,0
hadise,Arapça,0,6,0,0,0,0.5,0,0
alem,Arapça,0,4,0,0,0,0.5,0,0
intisap,Arapça,0,7,0,0,0,0.428571429,0,0
incir,Farsça,0,5,0,1,1,0.4,0,0
ilim,Arapça,0,4,0,1,1,0.5,0,0
kodaman,Türkçe,0,7,0,1,1,0.428571429,0,1
hakaret,Arapça,0,7,0,0,0,0.428571429,0,0
daim,Arapça,0,4,0,0,0,0.5,0,0
evet,Türkçe,0,4,0,1,1,0.5,0,1
hangar,Fransızca,0,6,0,1,1,0.333333333,0,0
dilemek,Arapça,0,7,0,1,1,0.428571429,0,0
bobin,Fransızca,0,5,0,0,1,0.4,0,0
erke,Türkçe,0,4,0,1,1,0.5,0,1
binmek,Arapça,0,6,0,1,1,0.333333333,0,0
davranma,Türkçe,0,8,0,1,1,0.375,0,1
kem,Farsça,0,3,0,1,1,0.333333333,0,0
kavil,Arapça,0,5,0,0,0,0.4,0,0
sav,Türkçe,0,3,0,1,1,0.333333333,0,1
idrak,Arapça,0,5,0,0,0,0.4,0,0
his,Arapça,0,3,0,1,1,0.333333333,0,0
geveze,Farsça,0,6,0,1,1,0.5,0,0
istida,Arapça,0,6,0,0,0,0.5,0,0
filoloji,Fransızca,0,8,0,0,0,0.5,0,0
despot,Yeni Yunanca,0,6,0,0,0,0.333333333,0,0
bezemek,Arapça,0,7,0,1,1,0.428571429,0,0
deri,Türkçe,0,4,0,1,1,0.5,0,1
gerek,Türkçe,0,5,0,1,1,0.4,0,1
endam,Farsça,0,5,0,0,0,0.4,0,0
gaza,Arapça,0,4,0,1,1,0.5,0,0
hitam,Arapça,0,5,0,0,0,0.4,0,0
esen,Farsça ve Orta Farsça (Pehlevice veya Partça),0,4,0,1,1,0.5,0,0
peltek,Türkçe,0,6,0,1,1,0.333333333,0,1
dragon,Fransızca,0,6,0,1,0,0.333333333,0,0
inhisar,Arapça,0,7,0,0,0,0.428571429,0,0
beis,Arapça,0,4,0,1,1,0.5,0,0
kaz,Türkçe,0,3,0,1,1,0.333333333,0,1
kamus,Arapça,0,5,0,1,0,0.4,0,0
idman,Arapça,0,5,0,0,0,0.4,0,0
deste,Farsça,0,5,0,1,1,0.4,0,0
ciddi,Arapça,0,5,1,1,1,0.4,0,0
departman,Fransızca,0,9,0,0,0,0.333333333,0,0
kilo,Fransızca,0,4,0,0,0,0.5,0,0
bahşetmek,Türkçe,1,9,0,0,0,0.333333333,0,1
cahil,Arapça,0,5,0,0,0,0.4,0,0
hezeyan,Arapça,0,7,0,0,0,0.428571429,0,0
epeyi,Türkçe,0,5,0,1,1,0.6,0,1
kâmil,Arapça,0,5,0,1,1,0.2,0,0
kasvet,Arapça,0,6,0,0,0,0.333333333,0,0
koyu,Türkçe,0,4,0,1,1,0.5,0,1
bucak,Türkçe,0,5,0,1,1,0.4,0,1
haklamak,Arapça,0,8,0,1,1,0.375,0,0
kadar,Arapça,0,5,0,1,1,0.4,0,0
enikonu,Türkçe,0,7,0,0,0,0.571428571,0,1
aktif,Fransızca,0,5,0,0,0,0.4,0,0
karakol,Moğolca,0,7,0,1,0,0.428571429,0,0
intibak,Arapça,0,7,0,0,0,0.428571429,0,0
ikrar,Arapça,0,5,0,0,0,0.4,0,0
banyo,İtalyanca,0,5,0,1,0,0.4,0,0
gaf,Fransızca,0,3,0,1,1,0.333333333,0,0
kâh,Farsça,0,3,0,0,1,0,0,0
elbette,Arapça,0,7,1,1,1,0.428571429,0,0
genelge,Türkçe,0,7,0,1,1,0.428571429,0,1
kural,Türkçe,0,5,0,1,1,0.4,0,1
eren,Türkçe,0,4,0,1,1,0.5,0,1
korse,Fransızca,0,5,0,0,1,0.4,0,0
hasep,Arapça,0,5,0,0,0,0.4,0,0
averaj,Fransızca,0,6,0,0,0,0.5,0,0
kâfi,Arapça,0,4,0,1,1,0.25,0,0
incelemek,Arapça,0,9,0,1,1,0.444444444,0,0
bey,Soğd,0,3,0,1,1,0.333333333,0,0
ders,Arapça,0,4,0,1,1,0.25,0,0
diyalekt,Fransızca,0,8,0,0,0,0.375,0,0
iffet,Arapça,0,5,1,1,1,0.4,0,0
halis,Arapça,0,5,0,0,0,0.4,0,0
elem,Arapça,0,4,0,1,1,0.5,0,0
defa,Arapça,0,4,0,0,0,0.5,0,0
alim,Arapça,0,4,0,0,0,0.5,0,0
konuk,Türkçe,0,5,0,1,1,0.4,0,1
delmek,Arapça,0,6,0,1,1,0.333333333,0,0
ekspoze,Fransızca,0,7,0,0,0,0.428571429,0,0
kortej,Fransızca,0,6,0,0,1,0.333333333,0,0
kasmak,Arapça,0,6,0,1,1,0.333333333,0,0
hatip,Arapça,0,5,0,0,0,0.4,0,0
istikbal,Arapça,0,8,0,0,0,0.375,0,0
kokmak,Arapça,0,6,0,1,1,0.333333333,0,0
fonetik,Fransızca,0,7,0,0,1,0.428571429,0,0
kama,Ermenice,0,4,0,1,1,0.5,0,0
kese,Farsça,0,4,0,1,1,0.5,0,0
ezkaza,Farsça,0,6,0,0,0,0.5,0,0
arazi,Arapça,0,5,0,0,0,0.6,0,0
latife,Arapça,0,6,0,0,0,0.5,0,0
erimek,Arapça,0,6,0,1,1,0.5,0,0
husye,Arapça,0,5,0,0,1,0.4,0,0
hovarda,Farsça,0,7,0,1,1,0.428571429,0,0
file,Fransızca,0,4,0,1,1,0.5,0,0
imam,Arapça,0,4,0,0,0,0.5,0,0
hamule,Arapça,0,6,0,0,0,0.5,0,0
isim,Arapça,0,4,0,1,1,0.5,0,0
edebiyat,Arapça,0,8,0,0,0,0.5,0,0
keşif,Arapça,1,5,0,1,1,0.4,0,0
hempa,Farsça,0,5,0,0,0,0.4,0,0
antika,İtalyanca,0,6,0,0,0,0.5,0,0
kolay,Türkçe,0,5,0,1,1,0.4,0,1
finans,Fransızca,0,6,0,0,0,0.333333333,0,0
barbar,Fransızca,0,6,0,1,1,0.333333333,0,0
lakonik,Fransızca,0,7,0,0,0,0.428571429,0,0
fellah,Arapça,0,6,1,0,0,0.333333333,0,0
fraksiyon,Fransızca,0,9,0,0,0,0.333333333,0,0
katlanmak,Arapça,0,9,0,1,1,0.333333333,0,0
kamp,İngilizce,0,4,0,1,1,0.25,0,0
konsonant,İngilizce,0,9,0,1,1,0.333333333,0,0
kumbara,Farsça,0,7,0,1,1,0.428571429,0,0
incik,Türkçe,0,5,0,1,1,0.4,0,1
onarmak,Türkçe,0,7,0,1,1,0.428571429,0,1
feci,Arapça,0,4,0,1,1,0.5,1,0
batmak,Arapça,0,6,0,1,1,0.333333333,0,0
dost,Farsça,0,4,0,1,1,0.25,0,0
leopar,Fransızca,0,6,0,0,0,0.5,0,0
eski,Türkçe,0,4,0,1,1,0.5,0,1
gece,Türkçe,0,4,0,1,1,0.5,0,1
sap,Türkçe,0,3,0,1,1,0.333333333,0,1
balya,İtalyanca,0,5,0,1,1,0.4,0,0
elektrik,Fransızca,0,8,0,1,1,0.375,0,0
layemut,Arapça,0,7,0,0,0,0.428571429,0,0
budamak,Arapça,0,7,0,1,1,0.428571429,0,0
kafiye,Arapça,0,6,0,0,0,0.5,0,0
husus,Arapça,0,5,0,1,1,0.4,0,0
dokunmak,Arapça,0,8,0,1,1,0.375,0,0
astronomi,Fransızca,0,9,0,0,0,0.444444444,0,0
eksilmek,Arapça,0,8,0,1,1,0.375,0,0
blucin,İngilizce,0,6,0,0,1,0.333333333,0,0
haç,Arapça,1,3,0,1,1,0.333333333,0,0
burs,Fransızca,0,4,0,1,1,0.25,0,0
omurga,Türkçe,0,6,0,1,1,0.5,0,1
sancak,Türkçe,0,6,0,1,1,0.333333333,0,1
lazut,Türkçe,0,5,0,1,0,0.4,0,1
heyet,Arapça,0,5,0,1,1,0.4,0,0
demirhindi,Arapça,0,10,0,1,1,0.4,0,0
kaput,Fransızca,0,5,0,1,0,0.4,0,0
keyfiyet,Arapça,0,8,0,1,1,0.375,0,0
fermuar,Fransızca,0,7,0,0,0,0.428571429,0,0
gitmek,Arapça,0,6,0,1,1,0.333333333,0,0
dolmak,Arapça,0,6,0,1,1,0.333333333,0,0
havari,Arapça,0,6,0,0,0,0.5,0,0
evlek,Yeni Yunanca,0,5,0,1,1,0.4,0,0
izbe,Arapça,0,4,0,1,1,0.5,0,0
irfan,Arapça,0,5,0,0,0,0.4,0,0
diktafon,ticari markasından,0,8,0,0,0,0.375,0,0
hale,Arapça ve Farsça,0,4,0,0,0,0.5,0,0
cisim,Arapça,0,5,0,1,1,0.4,0,0
ense,Türkçe,0,4,0,1,1,0.5,0,1
galiba,Arapça,0,6,0,0,0,0.5,0,0
fuzuli,Arapça,0,6,0,0,1,0.5,0,0
eda,Arapça,0,3,0,0,0,0.666666667,0,0
katalog,Fransızca,0,7,0,1,0,0.428571429,0,0
lain,Arapça,0,4,0,0,0,0.5,0,0
dam,Türkçe,0,3,0,1,1,0.333333333,0,1
arak,Arapça,0,4,0,1,1,0.5,0,0
kurgan,Türkçe,0,6,0,1,1,0.333333333,0,1
benzin,Fransızca,0,6,0,1,1,0.333333333,0,0
ansambl,Fransızca,0,7,0,1,1,0.285714286,0,0
aksata,Arapça,0,6,0,1,1,0.5,0,0
kantar,Arapça,0,6,0,1,1,0.333333333,0,0
