kelime,koken,label
keriz,Farsça,0
yülügüç,Turkce,1
minimize,İngilizce,0
tren,İngilizce,0
ekser,Arapça,0
yalt,Turkce,1
admin,İngilizce,0
akuamarin,Latince,0
ebrük,Turkce,1
demirtayak,Turkce,1
varan,Fransızca,0
allem kallem,Arapça,0
dren,İngilizce,0
alazalik,Arapça,0
hademe,Arapça,0
ilınançı,Turkce,1
çömçe,Turkce,1
empotans,Latince,0
lök,Farsça,0
kefal,Antik Yunanca,0
elyaf,Arapça,0
+engiz,Farsça,0
damla sakızı,Turkce,1
bold,İngilizce,0
hahiş,Farsça,0
töreci,Turkce,1
telegraf,İngilizce,0
sinier,Turkce,1
adam,Arapça,0
inel,Turkce,1
kotku,Turkce,1
pitoresk,İtalyanca,0
serçe,Turkce,1
yelekçi,Turkce,1
arbuz,Turkce,1
engse,Turkce,1
tinesi,Turkce,1
endam,Farsça,0
cibilliyet,Arapça,0
bevl,Arapça,0
tokmak,Turkce,1
fetih,Arapça,0
joystick,İngilizce,0
uruz,Turkce,1
kanık,Turkce,1
baybayık,Turkce,1
ilkaya,Turkce,1
fırkateyn,İtalyanca,0
mekilinkurça,Turkce,1
aspartam,İngilizce,0
begine,Turkce,1
bügü,Turkce,1
uluğkeyken,Turkce,1
yiğençur,Turkce,1
pis,Farsça,0
esatir,Arapça,0
evye,Latince,0
kutlutunga,Turkce,1
peroksit,Fransızca,0
dirayet,Arapça,0
berceste,Farsça,0
lale,Farsça,0
süngü,Turkce,1
somye,Latince,0
kancı,Turkce,1
haki,Farsça,0
demirdirek,Turkce,1
devre,Arapça,0
bünyan,Arapça,0
alpurungututuk,Turkce,1
mitralyöz,Fransızca,0
agâh,Farsça,0
köşker,Farsça,0
laytmotif,Almanca,0
sagur,Turkce,1
ik,Almanca,0
kereküçü,Turkce,1
yamı,Turkce,1
ocak,Turkce,1
fer+,Farsça,0
ereksiyon,Latince,0
taydıkelçi,Turkce,1
kotan,Turkce,1
bahadır,Turkce,1
yanbatu,Turkce,1
çaksırı,Turkce,1
gureba,Arapça,0
osuruk,Turkce,1
hardcore,İngilizce,0
otman,Turkce,1
tayanç,Turkce,1
joker,İngilizce,0
akım,Turkce,1
kasırga,Turkce,1
pünez,Fransızca,0
kanarya,İtalyanca,0
stratosfer,Latince,0
akor,Latince,0
nakavt,İngilizce,0
kantoyun,Turkce,1
tabrak,Turkce,1
musiki,Antik Yunanca,0
fener,Antik Yunanca,0
çavdar,Farsça,0
ülegür,Turkce,1
damla,Turkce,1
hempa,Farsça,0
zelot,Latince,0
esendemir,Turkce,1
akala,İngilizce,0
anca,Turkce,1
cenah,Arapça,0
talveg,Almanca,0
vals,Almanca,0
astar,Farsça,0
enderun,Farsça,0
östrojen,Fransızca,0
örtlek,Turkce,1
zebercet,Antik Yunanca,0
kara,Turkce,1
korsan,İtalyanca,0
delalet,Arapça,0
bint,Arapça,0
kezik,Turkce,1
robocop,İngilizce,0
grosa,İtalyanca,0
cim,Arapça,0
sintine,İtalyanca,0
bereket,Arapça,0
aşina,Farsça,0
kurbas,Turkce,1
kübeyaruk,Turkce,1
nalbur,Farsça,0
enik,Turkce,1
kerskiç,Turkce,1
bilge,Turkce,1
bekâr,Arapça,0
sakar,Turkce,1
el,Arapça,0
süngekteş,Turkce,1
toksu,Turkce,1
envanter,Latince,0
komandit,İtalyanca,0
kanaluk,Turkce,1
bıtaybıkı,Turkce,1
tilbe,Turkce,1
beşaret,Arapça,0
bongul,Turkce,1
yol,Turkce,1
mecusi,Farsça,0
hafit,Arapça,0
cenup,Arapça,0
osilasyon,İngilizce,0
turak,Turkce,1
trakea,Latince,0
cesur,Arapça,0
konat,Turkce,1
ebleh,Arapça,0
kançı,Turkce,1
hacip,Arapça,0
grenadin,Latince,0
kozmos,Antik Yunanca,0
bilgetegin,Turkce,1
cila,Arapça,0
hakipay,Farsça,0
bağaışbara,Turkce,1
esrar,Arapça,0
dukakoca,Turkce,1
fabrikatör,Latince,0
törüngey,Turkce,1
adlı,Turkce,1
pala,İtalyanca,0
gündüzalp,Turkce,1
travers,İtalyanca,0
imajinasyon,Latince,0
ıspanak,Farsça,0
geç,Turkce,1
kökçü,Turkce,1
yaldruk,Turkce,1
caraskal,Arapça,0
fen,Arapça,0
fahiş,Arapça,0
yağuk,Turkce,1
bam teli,Farsça,0
tokak,Turkce,1
yufka,Turkce,1
sülü,Turkce,1
ataman,Turkce,1
malihülya,Antik Yunanca,0
hain,Arapça,0
ilkoca,Turkce,1
rebap,Farsça,0
çuluk,Turkce,1
bağatursepi,Turkce,1
adın,Turkce,1
celal,Arapça,0
kofti,Antik Yunanca,0
ontoloji,Fransızca,0
yağısıyan,Turkce,1
direksiyon,Latince,0
börk,Turkce,1
embesil,Latince,0
bektutmak,Turkce,1
kanguru,İngilizce,0
eser,Turkce,1
turga,Turkce,1
yarguci,Turkce,1
odguç,Turkce,1
uluğ,Turkce,1
poğaça,İtalyanca,0
ad+,Latince,0
+hor,Farsça,0
yelkin,Turkce,1
kaporta,İtalyanca,0
binaen,Arapça,0
lacivert,Farsça,0
tırmık,Turkce,1
abstre,Latince,0
südeş,Turkce,1
samur,Farsça,0
akab,Arapça,0
iterçi,Turkce,1
bedel,Arapça,0
gümrah,Farsça,0
talyum,Latince,0
asit,Latince,0
armatör,Latince,0
streptokok,Latince,0
piyano,İtalyanca,0
yalın,Turkce,1
hanende,Farsça,0
alpış,Turkce,1
yiği,Turkce,1
dakik,Arapça,0
toksik,Latince,0
tayanı,Turkce,1
aşifte,Farsça,0
barmaid,İngilizce,0
öge,Turkce,1
sılka,Turkce,1
patern,İngilizce,0
çınar,Farsça,0
eylikkoca,Turkce,1
mukan,Turkce,1
tel,Farsça,0
basit,Arapça,0
baç,Farsça,0
cari,Arapça,0
ansambl,Latince,0
anakonda,İngilizce,0
sayın,Turkce,1
ginseng,İngilizce,0
gardiyan,İtalyanca,0
küratör,İngilizce,0
kast,Latince,0
kürşat,Turkce,1
hala,Arapça,0
motto,İtalyanca,0
masala,İngilizce,0
canı,Turkce,1
degrade,Latince,0
kurtulur,Turkce,1
departman,Latince,0
cuma,Arapça,0
ambar,Farsça,0
komşu,Turkce,1
yahni,Farsça,0
eleğimsağma,Arapça,0
tomo+,İngilizce,0
hırdavat,Farsça,0
angaje,Fransızca,0
kolaborasyon,İngilizce,0
kaytmaz,Turkce,1
beste,Farsça,0
âlâ,Arapça,0
yavlakarslan,Turkce,1
buyan,Turkce,1
kadır,Turkce,1
çulha,Farsça,0
zevç,Antik Yunanca,0
tükürmek,Turkce,1
kutulmuş,Turkce,1
"kan, kanla yunmaz",Turkce,1
mezzanine,İtalyanca,0
tenis,İngilizce,0
presto,İtalyanca,0
kayra,Turkce,1
bilgebayunçur,Turkce,1
istavroz,Antik Yunanca,0
mikoloji,Fransızca,0
yeketaş,Turkce,1
klan,İngilizce,0
defin,Arapça,0
yapınçak,Turkce,1
cop,Farsça,0
çiğilarslan,Turkce,1
üzmek,Turkce,1
koloratura,İtalyanca,0
risk,İtalyanca,0
tarbış,Turkce,1
uz,Turkce,1
budaka,Turkce,1
bitap,Farsça,0
zehir,Farsça,0
magazin,İngilizce,0
dümür,Turkce,1
pist,İtalyanca,0
smegma,Latince,0
bedii,Arapça,0
bayınçur,Turkce,1
kürgen,Turkce,1
ilig,Turkce,1
handle,İngilizce,0
buşulgan,Turkce,1
ınalbayat,Turkce,1
amiyane,Arapça,0
kaytak,Turkce,1
cenabet,Arapça,0
alesta,İtalyanca,0
çölü,Turkce,1
yürükalp,Turkce,1
akata,Turkce,1
+şinas,Farsça,0
fehim,Arapça,0
yok,Turkce,1
giryan,Farsça,0
barçadoğmuş,Turkce,1
merdümgiriz,Farsça,0
öküş,Turkce,1
esvap,Arapça,0
bedir,Arapça,0
ağabegim,Turkce,1
canavar,Farsça,0
yolay,Turkce,1
amade,Farsça,0
yad,Farsça,0
akbala,Turkce,1
şebboy,Farsça,0
antifriz,İngilizce,0
geniş,Turkce,1
yosmut,Turkce,1
panik,Fransızca,0
cazibe,Arapça,0
demirgüçüdirek,Turkce,1
yügür,Turkce,1
tiramola,İtalyanca,0
yaş,Turkce,1
civar,Arapça,0
karluk,Turkce,1
duman,Turkce,1
prima,İtalyanca,0
enkaz,Arapça,0
buğrakarakağan,Turkce,1
fi,Arapça,0
yetigen,Turkce,1
bavul,İtalyanca,0
derun,Farsça,0
amil,Arapça,0
paranoya,Latince,0
ajan,Latince,0
korday,Turkce,1
yazgır,Turkce,1
prim,İngilizce,0
ayluçtarkan,Turkce,1
topraklı,Turkce,1
kambuktu,Turkce,1
backup,İngilizce,0
payanda,Farsça,0
fasık,Arapça,0
uzamış,Turkce,1
tula,Turkce,1
armadillo,İngilizce,0
koğuş,Turkce,1
emare,Arapça,0
toksı,Turkce,1
deforme,Latince,0
alpilig,Turkce,1
tuğlukdemir,Turkce,1
selenge,Turkce,1
volt,İngilizce,0
gayri,Arapça,0
pişekâr,Farsça,0
entry,İngilizce,0
parapet,İtalyanca,0
fuzuli,Arapça,0
yitmiş,Turkce,1
ıyık,Turkce,1
dys,Antik Yunanca,0
kant,Farsça,0
apatarkan,Turkce,1
iltutmuş,Turkce,1
akıbudak,Turkce,1
enbiya,Arapça,0
destek,Farsça,0
eksperiman,Latince,0
öfemizm,Fransızca,0
ezgene,Turkce,1
barkdurmuş,Turkce,1
brokar,İtalyanca,0
argun,Turkce,1
kabine,İtalyanca,0
külüg,Turkce,1
ambale,Latince,0
tabgaç,Turkce,1
çakın,Turkce,1
torf,İngilizce,0
meşin,Farsça,0
quv,Turkce,1
hakir,Arapça,0
şikeste,Farsça,0
işkembe,Farsça,0
avantür,Latince,0
salto,İtalyanca,0
çulluk,Turkce,1
gençek,Turkce,1
törpe,Turkce,1
klas,Latince,0
kefen,Antik Yunanca,0
cazip,Arapça,0
ular,Turkce,1
dandik,İngilizce,0
bağban,Farsça,0
basübadelmevt,Arapça,0
sinyor,İtalyanca,0
benek,Turkce,1
çasır,Turkce,1
fetva,Arapça,0
turmalin,İngilizce,0
orkağan,Turkce,1
ayıp,Arapça,0
parapleji,Fransızca,0
olgaç,Turkce,1
küstah,Farsça,0
çaker,Farsça,0
desise,Arapça,0
türkiye,İtalyanca,0
saten,Fransızca,0
radika,İtalyanca,0
reçine,Farsça,0
ajans,Latince,0
emperyal,Latince,0
her,Farsça,0
doktrin,Latince,0
piştov,Almanca,0
bülent,Farsça,0
hafi,Arapça,0
altıntarım,Turkce,1
füzen,Latince,0
gabya,İtalyanca,0
bungalov,İngilizce,0
hafta,Farsça,0
brüt,Latince,0
kapital,Latince,0
"yiğit düşman karşısında, alçak savaşta belli olur",Turkce,1
abraş,Arapça,0
donmak,Turkce,1
şat,Turkce,1
skolastik,Latince,0
veya,Farsça,0
sünüş,Turkce,1
organik,Fransızca,0
eylül,Arapça,0
tonik,Latince,0
ahmak,Arapça,0
tanrıkulu,Turkce,1
derece,Arapça,0
naif,İngilizce,0
alaka,Arapça,0
portal,İngilizce,0
dehşet,Arapça,0
koldaş,Turkce,1
dispeçer,İtalyanca,0
beğbars,Turkce,1
jokey,İngilizce,0
kervan,Farsça,0
trendy,İngilizce,0
iskete,Antik Yunanca,0
bakağul,Turkce,1
jeneratör,Latince,0
evsaf,Arapça,0
kılıçkan,Turkce,1
düzlükte kurt ulusa evde itin bağrı sızlar,Turkce,1
marpuç,Farsça,0
apartman,Latince,0
ıdukkut,Turkce,1
trio,İtalyanca,0
yülükarslan,Turkce,1
krank şaft,İngilizce,0
güdük,Farsça,0
çigşi,Turkce,1
kulapaurungu,Turkce,1
afşın,Turkce,1
apertür,Latince,0
közünçü,Turkce,1
aparey,Latince,0
egzajere,Latince,0
immün,Latince,0
lostra,İtalyanca,0
retroaktif,İngilizce,0
porsuk,Turkce,1
fakir,Arapça,0
öğrek,Turkce,1
abdest,Farsça,0
adavet,Arapça,0
lila,Fransızca,0
köfte,Farsça,0
yaltaçuk,Turkce,1
bazır,Turkce,1
bitüm,Latince,0
bukle,Latince,0
baskül,Fransızca,0
arıkdoruk,Turkce,1
büküşboğa,Turkce,1
arife,Arapça,0
kalemşor,Farsça,0
gübre,Antik Yunanca,0
atıla,Turkce,1
aparküt,İngilizce,0
komando,İngilizce,0
agresyon,Latince,0
çalap,Turkce,1
tuğrulca,Turkce,1
egzersiz,Latince,0
fragman,Latince,0
encam,Farsça,0
gökçegöl,Turkce,1
keğen,Turkce,1
baybora,Turkce,1
gelin,Turkce,1
kolorasyon,İngilizce,0
canfes,Farsça,0
dilaver,Farsça,0
yumruk,Turkce,1
cemaziyülevvel,Arapça,0
amfora,Antik Yunanca,0
behre,Farsça,0
tadıkçur,Turkce,1
cozutmak,Turkce,1
buluç,Turkce,1
gaddar,Arapça,0
hanedan,Farsça,0
ayyuk,Arapça,0
beğdilli,Turkce,1
broderi,Fransızca,0
üzüm,Turkce,1
amplifikatör,Latince,0
avanta,İtalyanca,0
tepiş,Turkce,1
şibidak,Almanca,0
düven,Antik Yunanca,0
ex,İngilizce,0
trança,İtalyanca,0
kutlukağan,Turkce,1
kanımdı,Turkce,1
delil,Arapça,0
beğdemir,Turkce,1
bolero,Latince,0
kalpas,Turkce,1
unplugged,İngilizce,0
resif,Fransızca,0
duka,Turkce,1
peygamber,Farsça,0
entegral,Latince,0
ebkızı,Turkce,1
işboğa,Turkce,1
kartel,İtalyanca,0
bigâne,Farsça,0
asude,Farsça,0
lateral,İngilizce,0
mavra,Antik Yunanca,0
kutludemirtayak,Turkce,1
tirek,Turkce,1
kımız,Turkce,1
bağ,Farsça,0
yapınç,Turkce,1
herek,Antik Yunanca,0
faal,Arapça,0
serenat,İtalyanca,0
anut,Arapça,0
munsuz,Turkce,1
basu,Turkce,1
börüsengün,Turkce,1
bayram,Turkce,1
padişah,Farsça,0
betemir,Turkce,1
adar,Turkce,1
armağan,Turkce,1
çığantonyukuk,Turkce,1
asetat,İngilizce,0
porno,İngilizce,0
barmen,İngilizce,0
çokramayul,Turkce,1
iskorpit,Antik Yunanca,0
ılaçınbayluk,Turkce,1
çupka,Turkce,1
iliklemek,Turkce,1
yuva,Turkce,1
kazuk,Turkce,1
neolitik,Fransızca,0
hakkâk,Arapça,0
despot,Antik Yunanca,0
balta,Turkce,1
ispençiyar,İtalyanca,0
+aver,Farsça,0
engebe,Antik Yunanca,0
habaset,Arapça,0
takışmak,Turkce,1
kıvanç,Turkce,1
utuş,Turkce,1
zümrüt,Farsça,0
bini,Farsça,0
kenevir,Antik Yunanca,0
cenap,Arapça,0
kandemir,Turkce,1
galeyan,Arapça,0
derkenar,Farsça,0
makarna,İtalyanca,0
dokuma,Turkce,1
baytara,Turkce,1
apak,Turkce,1
sinaps,İngilizce,0
gümüş,Turkce,1
tayınçak,Turkce,1
ilçeke,Turkce,1
piramit,Fransızca,0
mest,Farsça,0
yığın,Turkce,1
argu,Turkce,1
ahir,Arapça,0
külükçur,Turkce,1
ferağ,Arapça,0
editör,Latince,0
tanyu,Turkce,1
çocukbörüsengün,Turkce,1
küçet,Turkce,1
fakr,Arapça,0
kampana,İtalyanca,0
enfantil,Latince,0
iletti,Turkce,1
kazgan,Turkce,1
taner,Turkce,1
ayçıl,Turkce,1
mengüdemir,Turkce,1
çubaldur,Turkce,1
korlaelçi,Turkce,1
barskan,Turkce,1
hoyraz,Turkce,1
etvar,Arapça,0
barçadurdu,Turkce,1
yukarı,Turkce,1
alayuntlu,Turkce,1
költegin,Turkce,1
erinç,Turkce,1
ağalak,Turkce,1
bürçü,Turkce,1
noodle,Almanca,0
kür,Turkce,1
oğlak,Turkce,1
eşya,Arapça,0
bezzaz,Arapça,0
cezir,Arapça,0
şehir,Farsça,0
yağantegin,Turkce,1
efal,Arapça,0
bet,Farsça,0
katık,Turkce,1
gusto,İtalyanca,0
cümle,Arapça,0
fanatik,Latince,0
hemen,Farsça,0
sim,Farsça,0
aşkın,Turkce,1
begitutuk,Turkce,1
kurday,Turkce,1
trajik,Latince,0
esami,Arapça,0
cihan,Farsça,0
acı,Turkce,1
piyore,Fransızca,0
sevgi,Turkce,1
yasağul,Turkce,1
sırlığ,Turkce,1
tülek,Turkce,1
akçiçek,Turkce,1
bürümcek,Turkce,1
mastı,İtalyanca,0
abıdan,Turkce,1
kayak,Turkce,1
frer,Latince,0
der,Farsça,0
hack,İngilizce,0
vejetaryen,İngilizce,0
kalça,İtalyanca,0
dipnot,Turkce,1
bilhassa,Arapça,0
alpamış,Turkce,1
kürşad,Turkce,1
könüdiri,Turkce,1
taraça,İtalyanca,0
kumkuma,Latince,0
badehu,Arapça,0
tiran,Latince,0
uruğ,Turkce,1
afif,Arapça,0
ruz,Farsça,0
türçe,Turkce,1
pamuk,Farsça,0
doğantuğrul,Turkce,1
karoseri,İtalyanca,0
üregir,Turkce,1
gama,Antik Yunanca,0
uruş,Turkce,1
böbrek,Turkce,1
çamır,Turkce,1
durmuş,Turkce,1
esre,Arapça,0
bağatengrikağan,Turkce,1
trip,İngilizce,0
bıçak,Turkce,1
yetrim,Turkce,1
mimetik,Fransızca,0
adalmış,Turkce,1
çarşamba,Farsça,0
kırtasiye,Antik Yunanca,0
pekinua,Fransızca,0
kamırtegin,Turkce,1
baltır,Turkce,1
günah,Farsça,0
kriket,İngilizce,0
manidar,Farsça,0
otuç,Turkce,1
filigran,İtalyanca,0
alaturka,İtalyanca,0
buçan,Turkce,1
eviç,Arapça,0
katunkız,Turkce,1
basso,İtalyanca,0
bürgüt,Turkce,1
kameo,İtalyanca,0
çanbaşağa,Turkce,1
ötüken,Turkce,1
artıınal,Turkce,1
kırgıdı,Turkce,1
fakülte,Latince,0
firma,İtalyanca,0
ala,Turkce,1
borçul,Turkce,1
bilgetaçam,Turkce,1
pat,İtalyanca,0
amut,Arapça,0
udmuş,Turkce,1
abril,Latince,0
köyde,Turkce,1
tınmış,Turkce,1
çapraz,Farsça,0
tutçu,Turkce,1
hünkâr,Farsça,0
tirik,Turkce,1
baymünke,Turkce,1
tyrker,Turkce,1
günerdi,Turkce,1
aşk,Arapça,0
akrep,Arapça,0
aftershave,İngilizce,0
afiyet,Arapça,0
boncuk,Turkce,1
künk,İtalyanca,0
liste,İtalyanca,0
orunçak,Turkce,1
yiğetmiş,Turkce,1
plan,İtalyanca,0
âdeta,Arapça,0
bravo,İtalyanca,0
francala,İtalyanca,0
gavat,Arapça,0
rodi,İngilizce,0
bayi,Arapça,0
gökalp,Turkce,1
menlidemir,Turkce,1
ant,Turkce,1
karadoğma,Turkce,1
şano,İtalyanca,0
eza,Arapça,0
kontra,İtalyanca,0
osuğ,Turkce,1
dinamit,Antik Yunanca,0
baytaş,Turkce,1
bardak,Turkce,1
jelatin,İtalyanca,0
simülasyon,İngilizce,0
ermin,Latince,0
falsetto,İtalyanca,0
pulluk,Almanca,0
örümcek,Turkce,1
sılan,Turkce,1
der+,Farsça,0
tuz,Turkce,1
kale,Farsça,0
ilker,Turkce,1
tokkan,Turkce,1
ad,Turkce,1
afili,Antik Yunanca,0
almanca,Almanca,0
urga,Turkce,1
heyula,Antik Yunanca,0
fare,Arapça,0
siyah,Farsça,0
törtaba,Turkce,1
fenik,Almanca,0
baybiçen,Turkce,1
balya,İtalyanca,0
yumak,Turkce,1
copy-paste,İtalyanca,0
lira,İtalyanca,0
irnek,Turkce,1
barkdurdu,Turkce,1
kaydu,Turkce,1
tuba,İtalyanca,0
kopülasyon,İngilizce,0
yağmur,Turkce,1
dönüm,Turkce,1
alptutuk,Turkce,1
gökçe,Turkce,1
problem,Fransızca,0
sevük,Turkce,1
fön,Almanca,0
duçar,Farsça,0
basut,Turkce,1
arı,Turkce,1
azar,Farsça,0
bok,Turkce,1
mitral,Fransızca,0
külük,Turkce,1
alpuluğ,Turkce,1
doğmuş,Turkce,1
albastı,Turkce,1
azami,Arapça,0
hacir,Arapça,0
kulbak,Turkce,1
illüzyon,Latince,0
bis,Latince,0
tamur,Turkce,1
kental,Latince,0
tolu,Turkce,1
sarukan,Turkce,1
fidan,Antik Yunanca,0
çapkunotuç,Turkce,1
fecir,Arapça,0
arslan kükrese atın ayakları dolaşır,Turkce,1
kavurt,Turkce,1
denaet,Arapça,0
sav,Turkce,1
acun,Turkce,1
püriten,İngilizce,0
gafil,Arapça,0
pektin,Fransızca,0
ampüte,Latince,0
alkabölük,Turkce,1
altıntamgan,Turkce,1
şnitzel,Almanca,0
pastil,İtalyanca,0
beğtaş,Turkce,1
arzu,Farsça,0
tansu,Turkce,1
ehil,Arapça,0
ortodonti,Fransızca,0
galiba,Arapça,0
soyar,Turkce,1
arslan,Turkce,1
yaşarşat,Turkce,1
takometre,İngilizce,0
ceza,Arapça,0
cendere,Farsça,0
reeskont,İtalyanca,0
gayz,Arapça,0
teğel,Farsça,0
hindiba,Antik Yunanca,0
badigard,İngilizce,0
inözinençi,Turkce,1
fail,Arapça,0
külüksengün,Turkce,1
kam,Turkce,1
yangak,Turkce,1
tapdı,Turkce,1
volatil,İngilizce,0
kilter,Turkce,1
tukademir,Turkce,1
kepez,Turkce,1
enterne,Latince,0
barlas,Turkce,1
asistan,Latince,0
tokta,Turkce,1
or,Almanca,0
soya,İngilizce,0
plasenta,Latince,0
patiseri,Fransızca,0
çağruk,Turkce,1
kutaçun,Turkce,1
vibrato,İtalyanca,0
sarıkurt,Turkce,1
yul,Turkce,1
gölge,Turkce,1
tuğşat,Turkce,1
yabuz,Turkce,1
bani,Arapça,0
tifüs,Latince,0
enjeksiyon,Latince,0
diksiyon,Latince,0
pergel,Farsça,0
döndü,Turkce,1
alarga,İtalyanca,0
ıla,Turkce,1
prometyum,Latince,0
oğuş,Turkce,1
glayöl,Latince,0
esvet,Arapça,0
avan,Latince,0
çolman,Turkce,1
külden,Turkce,1
çekirge,Turkce,1
arıgına,Turkce,1
altınkan,Turkce,1
bina,Arapça,0
uragan,Turkce,1
ciğerpare,Farsça,0
tengelgüç,Turkce,1
kantaron,Antik Yunanca,0
gladio,İtalyanca,0
ştrudel,Almanca,0
çimen,Turkce,1
atıl,Arapça,0
antant,Latince,0
cevelan,Arapça,0
kuytulanmak,Turkce,1
poligon,Fransızca,0
kurak,Turkce,1
savcı,Turkce,1
horoz,Farsça,0
kut,Turkce,1
puding,İngilizce,0
net,İngilizce,0
yaroğul,Turkce,1
merdiven,Farsça,0
habbe,Arapça,0
ilkatmış,Turkce,1
celp,Arapça,0
mehmetçik,Turkce,1
dilatasyon,Latince,0
imbat,İtalyanca,0
körpeoğul,Turkce,1
tüzçü,Turkce,1
gidi,Farsça,0
mikrofon,İngilizce,0
detonatör,Latince,0
dest,Farsça,0
kozar,Turkce,1
moron,İngilizce,0
gıda,Arapça,0
vahşi,Farsça,0
hedge,İngilizce,0
açığ,Turkce,1
usına,Turkce,1
karabars,Turkce,1
filhakika,Arapça,0
kıranta,İtalyanca,0
abd,Arapça,0
hoşmerim,Farsça,0
hemşehri,Farsça,0
tuğrulbeğ,Turkce,1
tinç,Turkce,1
aşanboğa,Turkce,1
mezzosoprano,İtalyanca,0
kutlubört,Turkce,1
anorak,İngilizce,0
alicengiz,Arapça,0
kandurmuş,Turkce,1
omurga,Turkce,1
akran,Arapça,0
tadkun,Turkce,1
fışkı,Antik Yunanca,0
portakal,İtalyanca,0
kapağan,Turkce,1
kumanya,İtalyanca,0
tofu,İngilizce,0
koz,Farsça,0
doktor,Latince,0
piyango,İtalyanca,0
antik,Latince,0
üşüntü,Turkce,1
garabet,Arapça,0
karaaçkı,Turkce,1
dinç,Turkce,1
eşkâl,Arapça,0
er,Turkce,1
tengüt,Turkce,1
tarım,Turkce,1
yamyam,İngilizce,0
harmandalı,Farsça,0
bıtrı,Turkce,1
karaçuk,Turkce,1
çablı,Turkce,1
başlamak,Turkce,1
erozyon,Latince,0
kâkül,Farsça,0
kamuflaj,İtalyanca,0
yuluğ,Turkce,1
alias,İngilizce,0
spastik,İngilizce,0
ateş demekle ağız yanmaz,Turkce,1
define,Arapça,0
ketimurungu,Turkce,1
yaplaksarı,Turkce,1
hoca,Farsça,0
alperen,Turkce,1
asap,Arapça,0
başkırt,Turkce,1
itil,Turkce,1
kâşane,Farsça,0
afişe,Latince,0
yıldızlı,Turkce,1
menli,Turkce,1
kalçın,İtalyanca,0
dılmaç,Turkce,1
plaka,İtalyanca,0
enayi,Arapça,0
rock,İngilizce,0
beğtegin,Turkce,1
tir,Almanca,0
zenit,Fransızca,0
ölüm,Turkce,1
çolak,Turkce,1
vareste,Farsça,0
aybalta,Turkce,1
pes,Farsça,0
sangun,Turkce,1
alarm,İtalyanca,0
gergef,Farsça,0
çehar,Farsça,0
tarz,Farsça,0
it,Turkce,1
istemi,Turkce,1
skeç,İtalyanca,0
çöğe,Turkce,1
yunlu,Turkce,1
soyan,Turkce,1
intifada,İngilizce,0
kılavuz,Turkce,1
mildiyö,İngilizce,0
ernek,Turkce,1
şerif,İngilizce,0
kobulsun,Turkce,1
aport,Latince,0
dirik,Turkce,1
kuttağ,Turkce,1
dehen,Farsça,0
mir,Farsça,0
tükel,Turkce,1
soprano,İtalyanca,0
alka,Turkce,1
enter,İngilizce,0
sılang,Turkce,1
çımkara,Turkce,1
tayfun,İngilizce,0
klozet,İngilizce,0
aldoğan,Turkce,1
borç,Farsça,0
bilgetonyukuk,Turkce,1
beyzbol,İngilizce,0
asetik,Latince,0
çaptuğ,Turkce,1
mikron,Fransızca,0
dilhun,Farsça,0
orkunşat,Turkce,1
kimya,Antik Yunanca,0
gusül,Arapça,0
cura,Farsça,0
eyitmek,Turkce,1
arbay,Turkce,1
sert,Farsça,0
santrifüj,İngilizce,0
zen,İngilizce,0
voleybol,İngilizce,0
kekre,Turkce,1
gres,Latince,0
utsangun,Turkce,1
esas,Arapça,0
odmuş,Turkce,1
evet,Turkce,1
keyken,Turkce,1
otuzoğlan,Turkce,1
palyaço,İtalyanca,0
amenna,Arapça,0
filotila,İtalyanca,0
kursak,Turkce,1
ekselans,Latince,0
kunçuk,Turkce,1
doküman,Latince,0
hani,Antik Yunanca,0
mıknatıs,Antik Yunanca,0
fatal,Latince,0
santimantal,İngilizce,0
okyanus,Antik Yunanca,0
kablo,Latince,0
prehistorya,Fransızca,0
bahtiyar,Farsça,0
abdal,Arapça,0
fısk,Arapça,0
ekspoze,Latince,0
postiş,İtalyanca,0
bücür,Turkce,1
karpak,Turkce,1
inhibe,Latince,0
enflamasyon,Latince,0
çansı,Turkce,1
kapgan,Turkce,1
ataklı,Turkce,1
pir,Farsça,0
sarı,Turkce,1
viyolonsel,İtalyanca,0
çurbağa,Turkce,1
gökçiçek,Turkce,1
bela,Arapça,0
bögü,Turkce,1
dük,Latince,0
muz,Farsça,0
bıtık,Turkce,1
ülügdü,Turkce,1
enstantane,Latince,0
fason,Latince,0
lot,İngilizce,0
agreman,Latince,0
salam,İtalyanca,0
sagu,Turkce,1
dair,Arapça,0
umar,Turkce,1
halat,Antik Yunanca,0
borsa,İtalyanca,0
tilt,İngilizce,0
tobuk,Turkce,1
sagağul,Turkce,1
toklu,Turkce,1
kreşendo,İtalyanca,0
akkun,Turkce,1
batrak,Turkce,1
düzine,Latince,0
alma,Turkce,1
onomatope,Fransızca,0
destan,Farsça,0
tumur,Turkce,1
entonasyon,Latince,0
taraskülüg,Turkce,1
kınrul,Turkce,1
küpe,Turkce,1
gudubet,Arapça,0
aybeğ,Turkce,1
sevim,Turkce,1
kaplangerey,Turkce,1
avans,Latince,0
baybars,Turkce,1
tungatar,Turkce,1
mine,Farsça,0
eriker,Turkce,1
tezginç,Turkce,1
irtiş,Turkce,1
yabaku,Turkce,1
kolza,İngilizce,0
lider,İngilizce,0
difüzyon,Latince,0
salt,Turkce,1
degüstasyon,Latince,0
eğer,Farsça,0
güya,Farsça,0
buzaçtutuk,Turkce,1
